QUERY_ID	BEST_MATCH	SCORE	GENUS	FAMILY	ORDER	CLASS	PHYLUM
read971	Mycobacterium_tuberculosis_KZN_1435	-615.5029	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read972	Mycobacterium_tuberculosis_H37Rv	-616.6047	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read973	Mycoplasma_pulmonis_UAB_CTIP	-580.8923	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes
read974	Mycoplasma_pulmonis_UAB_CTIP	-593.2234	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes
read975	Mycoplasma_pulmonis_UAB_CTIP	-595.2500	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes
read976	Mycoplasma_pulmonis_UAB_CTIP	-586.2806	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes
read977	Mycoplasma_pulmonis_UAB_CTIP	-550.8846	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes
read978	Mycoplasma_pulmonis_UAB_CTIP	-584.8681	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes
read979	Mycoplasma_pulmonis_UAB_CTIP	-597.2319	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes
read98	Escherichia_coli_CFT073	-655.8109	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read980	Mycoplasma_pulmonis_UAB_CTIP	-572.4296	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes
read981	Mycoplasma_pulmonis_UAB_CTIP	-581.4639	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes
read982	Phenylobacterium_zucineum_HLK1	-596.8328	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read983	Phenylobacterium_zucineum_HLK1	-580.0945	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read984	Phenylobacterium_zucineum_HLK1	-573.4212	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read985	Phenylobacterium_zucineum_HLK1	-554.2043	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read986	Phenylobacterium_zucineum_HLK1	-586.6052	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read987	Phenylobacterium_zucineum_HLK1	-600.1925	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read988	Phenylobacterium_zucineum_HLK1	-575.2322	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read989	Phenylobacterium_zucineum_HLK1	-561.7250	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read99	Escherichia_coli_APEC_O1	-649.3959	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read990	Phenylobacterium_zucineum_HLK1	-581.2437	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read991	Phenylobacterium_zucineum_HLK1	-602.8703	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read992	Phenylobacterium_zucineum_HLK1	-565.9366	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read993	Phenylobacterium_zucineum_HLK1	-559.9737	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read994	Phenylobacterium_zucineum_HLK1	-648.0259	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read995	Phenylobacterium_zucineum_HLK1	-612.8025	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria
read996	Rickettsia_bellii_RML369-C	-610.1093	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria
read997	Rickettsia_bellii_RML369-C	-625.0686	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria
read998	Yersinia_pestis_Z176003	-640.3964	Yersinia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
